"ET.estat";"i.id0";"i.name.no";"Datakilde";"Startar";"Frekvens (ar)";"Romlig opplosning";"ECT";"Egenskap";"Samsvar m/tilstand";"Ref.verdi";"i.description";"i.cpl";"i.comments.all"
"j: river";"overall chemical status";"Kjemisk tilstand (god eller dårlig)";"Vann-nett";;"1";"annet";"A2";"";"n?";"zer";"Overall status (good or bad) providing a summary of  the status for 45 priority substances and several regionally relevant (ecoregion / river-basin specific) chemical substances. Exceedance of the environmental quality standard  (EQS, given both as yearly mean and maximum vualue) for one of the substances is sufficient to determine the chemical status as bad. The chemical status is not given as a numerical value.";"q.";" ### i.cpl: both the ""early binarisation"" and the  ""one out all out"" approach of this indicator are slightly incompatible with SEEA EA ## d.spat.res: water body (river, lake or coastal waters) ## r.dir: not relevant if we only want to differenciate/use 'good' or 'not good' chemical status ## r.opt: reference value = background value of chemicals when no anthropogenic imput."
"j: river";"overall ecol status";"Økologisk tilstand (nEQR)";"Vann-nett";;"1";"annet";"xx";"";"p";"na";"Overall ecological status (given as nEQR) providing a summary of a variety of variables that represents biological and supporting physico-chemical, chemical and hyrdromorphological, quality-elements and different types of pressures (i.e. nutrient/organic matter loading, acidification). River-basin specific chemical substances are also included as supporting elements in the Overall ecological status; exceedance of the environmental quality standard (EQS) for one of the River-basin specific chemical substances can reduce the overall ecological status to 'Moderate'.";"qai";" ### d.spat.res: water body (river, lake or coastal waters) ## r.opt: Different methods are used for different indicators which together determine the overall ecological status"
"k: lake";"fj.12, sk.12, vs.06";"Naturindeks (modifisert)";"MDir & NINA";"1990";"5";"fylke/region";"xx";"bm";"p";"na";"These indicators are (possibly modified) ecosystem type specific sub-indices of the Norwegian Nature Index 2020";"a";"This indicator does not fully comply with SEEA EA EC accounts (the use of pre-aggregated indices is discouraged) ### d.temp.res: was 10 yrs before 2010 ## i.etlink: not applicable (multiple)  ## r.opt: not applicable: each component is scaled according to their own ref & limit values -- thus the aggregated index does not need any further rescaling."
"k: lake";"VANNSTVAR";"Reguleringshøyde";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A1";"af";"n";"exp";"The indicator is a measure of the difference between the lowest and the highest water level in a regulated lake (water magazine). Supporting element - hydromorphology.";"d";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.temp.res: May vary from 1 to 6 (12?) for time-series datasets, or even continuous mearsurements  ## d.spat.res: Lakes"
"k: lake";"HR2XSD";"Forholdet mellom reguleringshøyde og siktedyp";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A1";"af";"n";"exp";"The indicator is a measure of the difference between the lowest and the highest water level in a regulated lake (water magazine) and how this is related to Secchi-depth. Supporting element - hydromorphology.";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.temp.res: May vary from 1 to 6 (12?) for time-series datasets, or even continuous mearsurements  ## d.spat.res: Lakes"
"k: lake";"SECCI";"Siktedyp";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A1";"af";"p";"mdc";"A simple measure of water transparency used as a physico-chemical supporting element for eutrophication/organic pollution. Reference-values calculated from Chlorophyll a (phytoplankton biomass) adjusted by humic content in lakes (Pt/lL). One of three parameters used for assessment of eutrophication in lakes (status is based on mean nEQR if all indices are calculated).";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.temp.res: May vary from 1 to 6 (12?) for time-series datasets. Assessment based on monthly sampling occations during years with monitoring.  ## d.spat.res: lakes, coastal water-bodies ## r.opt: MGW: Reference-values calculated from observed correlation between chlorophyll a and secchi depth"
"k: lake";"P-TOT";"Totalt fosfor (Tot-P)";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A2";"af";"n";"mdc";"All phosphorus nutrients. Physico-chemical supporting element for eutrophication. One of three parameters used for assessment of eutrophication in lakes & rivers. Reference-values and class-boundaries based on the correlation with phytoplankton biomass (coastal case: Molvær et al. 1997).";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.temp.res: May vary from 1 to 6 (12?) for time-series datasets. Assessment based on monthly sampling occations during years with monitoring.  ## d.spat.res: Water-bodies in rivers (streches of approx 5 km); lakes; coastal water bodies  ## r.opt: Reference-values and class-boundaries based on the correlation with phytoplankton biomass (coastal case: Molvær et al. 1997)"
"k: lake";"N-TOT";"Totalt nitrogen (Tot-N)";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A2";"af";"n";"mdc";"All nitrogen nutrients. Physico-chemical supporting element for eutrophication. Reference-values and class-boundaries based on the correlation with phytoplankton biomass. One of three parameters used for assessment of eutrophication in lakes & rivers.";"";"Only applicable for rivers/lakes where P:N relationship indicate N-limitation. True index value in Vannmiljø, can calculate EQR and nEQR. ### d.temp.res: May vary from 1 to 6 (12?) for time-series datasets. Assessment based on one sampling occation during years with monitoring.  ## d.spat.res: Water-bodies in rivers (streches of approx 5 km); lakes; coastal water bodies"
"k: lake";"N-NH4, N-NH3";"Ammoniakk og ammonium";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A2";"af";"n";"mdc";"Physico-chemical supporting element, two different parmeters. For coastal only NH4 is used in the WFD with reference-values from Molvær et al (1997).";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.temp.res: May vary from 1 to 6 (12?) for time-series datasets. Assessment based on monthly sampling occations during years with monitoring.  ## d.spat.res: Water-bodies in rivers (streches of approx 5 km), respectively Lakes ## r.opt: AKS: Reference-values and class-boundaries based on correlation with ammonia-sensitive fish species (critical limits). Ammonia and ammonium may contribute to the eutrophication of freshwaters and coastal waters and are toxic to fish (and other organisms?). Tolerance limits have been set for ammonia/ammonium based on the response of fish. These tolerance limits are used to determine what is respectively very good (i,e the lower boundary for reference condition) and very poor condition. Interpolation has been used to distinguish between good and not good enough (moderate or worse) condition and also for setting the reference value."
"k: lake";"O2, O-METN";"Oksygenkonsentrasjon";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A2";"af";"p";"exp";"Oxygen in deepwater. Physico-chemical supporting element for eutrophication/organic load for eutrophication/organic load, that can be measured in two different ways (two parmeters). Reference-values and class-boundaries in coastal waters are described by Diaz & Rosenberg (1995) and Kirkerud (1998). Measurements must be carried out in the period one expect the lowest concentrations, but should be done monthly until there is enough information on when to do the sampling. Deeper areas are selected for sampling, but it is important that it is linked to the sampling of the biological quality element ""Soft bottom fauna"".";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.temp.res: May vary from 1 to 6 (12?) for time-series datasets, or even continuous mearsurements  ## d.spat.res: Water-bodies in rivers (streches of approx 5 km); lakes; coastal water bodies ## r.opt: MGW: based on literature review ...see Diaz & Rosenberg (1995) and Kirkerud (1998)"
"k: lake";"PH";"pH";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A2";"af";"p";"mdc";"Physico-chemical supporting element for acidification.  Reference-value and class-boundaries based on the correlation with acid-sensitive invertbrates. One of three parameters used for assessment of acidification (status is based on mean nEQR if all indices are calculated).";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.temp.res: May vary from 1 to 6 (12?) for time-series datasets, or even continuous mearsurements  ## d.spat.res: Water-bodies in rivers (streches of approx 5 km), respectively Lakes"
