"ch43tab";"i.id0";"ET";"i.name.no";"Status";"Datakilde";"Startar";"Frekvens (ar)";"Romlig opplosning";"ECT";"ECT2";"Egenskap";"Dir";"Ref.verdi";"Merknad";"i.description";"i.cpl.issues";"i.comments.all"
"opn";"vs.52";"";"Fluer: parasittveps";"1";"NINA (Jens Åström)";"2020";"5";"fylke/region";"B3";"B3, B1a, B1a";"fs";"p";"mod?";"";"Apocrita covers predatory and parasitic wasps, while Symphyta is plant-feeding wasps, so their ratio gives an indication of the composition of insect (prey) communities, and the potential for natural pest control";"";"Work in progress; number, names and definitions of insect indicators are not yet decided ### n31: EF: monitoring data will also cover egdes etc of cropland"
"opn";"vs.45b";"";"Pollineringspotensiale";"1";"NINA (M. Sydenham)";;"5";"fylke/region";"B3";"B3, B1a, B1a";"";"p";"";"";"Unclear";"";" ### "
"opn";"fj.12, sk.12, vs.06";"Å f";"Naturindeksprodukt";"2";"MDir & NINA";"1990";"5";"fylke/region";"xx";"xx, B1b";"bm";"p";"na";"";"These indicators are (possibly modified) ecosystem type specific sub-indices of the Norwegian Nature Index. This ""indicator family"" includes several indices proposed in the three NINA assessments (Framstad et al., 2022a,b; Kolstad et al. 2023). The latest work standardised the workflow and the terminology of these 'Nature Index products'.";"composite index (a)";"This indicator does not fully comply with SEEA EA EC accounts (the use of pre-aggregated indices is discouraged) ### n32: EF: the indicator gives a single value for all open lowland (except cropland), not specific for grasland or heathland ## n55: ALK: no data BC: I think NI has the ambition to cover every (semi)nat ET, so hopefully the thematic coverage/representativity will be extendible in the future (the same for n4.2) -- hence 1 ## d.startdate: The Norwegian nature index is based on a broad range of data sources including monitoring data, modelling, and expert assessments, each of which are transformed into individual indicators, and rescaled to a common 0-1 scale (see www.naturindeks.no and Jakobsson & Pedersen 2020). Observations for indicators are made on different levels (municipal – national scale). Standard calculations of the Norwegian Nature Index are done per region, taking differences in area representativeness into account (the indicators are weighted by the area covered by them). ## d.spat.res: was 10 yrs before 2010 ## r.dir: not applicable (multiple)"
"opn";"sk.01, vs.01";"Å f";"Maksimal grønnhet";"2";"NASA*, Copernicus*";"2000";"1";"~100 m";"B2";"B2, B3";"pr";"u";"mdc";"metrikk må avklares";"The indicator is the deviation of the annual maximum NDVI value per MODIS pixel from a modelled ""reference value"" for that pixel. This is a two-sided indicator where values both lower and higher than the reference value may indicate degraded ecosystem condition.";"unclear directionality (d)";"The normalisation (using pixelwise modelled reference states) as explained here is optimised for forests -- adaptation to other ETs might require further research ### n32: EF: NDVI can only be related to aggregated 'open lowland' due to lack of relevant ecosystem maps BC: then the directionality (meaning, relevance) of this var is even more questionable ## n41: BC: I reduced the status for forests due to the apparent need for methodological harmonistaion ## d.startdate:  _____________ See cell note [[103]]  The cell note will appear in the sidebar if you have the Cell Notes add-on installed and opened.For help see bit.ly/cell_notes ## d.spat.scope: the instantaneous NDVI values definitely need some ""intra-annual aggregation"" to get a meaningful EC variable  IndiPri talks about ""annual max values""  TODO: explore & discuss what is being / can be done here"
"opn";"fj.01";"";"NDVI flerårig trend";"1";"NASA*, Copernicus*";"2000";"3";"~100 m";"B2";"B2, B3";"pr, fd";"u";"abs";"";"The indicator is the rate of increase in mean NDVI values per pixel for the growing season (June-Sep) over the period 2000-2019";"quantifies change/trend (t)";"This indicator does not fully comply with SEEA EA EC accounts (temporal reference: the value of the indicator should pertain (only) to the reference year/period) ### i.name.no: status is ""3"" for fjell,  but the disaggreagation to the relevant ETs needs better ET maps and further work ## r.hea: NIBIO: any regression deviation from 0 is negativ"
"opn";"vs.05, vs.28";"g h";"Gjengroing";"2";"NINA (Zander Venter)";"2010";"Inf";"~10 m";"B2";"B2";"fb";"n";"mdc";"";"The indicator measures encroachment (tree regrowth) by quantifying vegetation height of (previously) open ecosystems using LIDAR data";"conflated with extent (e)";" ### i.host: There is also a related, less developed indicator in VSA/IndiPri (""Areal uten dekning av vedplanter"", vs.28) ## d.spat.res: Hanno: It is uncertain whether the current implementation (which uses LiDAR data from 2010 to 2021) will be repeated at all. This would require that LiDAR is repeated. Alternatively, different data sources would have to be used in the future (satellite data). ## d.them.scope: The original spatial units are NiN mapping units, which are fine scale polygons (a precision of 5 m to 50 m). (BC: As ""pp"" is typically used for very coarse units (like watersheds), I would suggest that we still put ""g2"" here (to indicate the difference)."
"opn";"ur.01";"k";"Andel tette kunstige flater";"2";"Copernicus*, NIBIO";"2006";"3";"kommune";"A1";"A1, B2, C1";"af, lm";"n";"pol?";"uavklart datagrunnlag";"Share of impervious surfaces";"conflated with extent (e)";"possibly meaningful for other ETs too (e.g. linked to cabin+road density) ### d.startdate: EF: NIBIO is coming with  national green structure map (including grey and blue areas) before Easter 2024 ## d.them.scope: EF: while the data source has a relatively fine spatial resolution, the spat.res for the variable shd be ""p1"" (kommune) ## i.etlink: imperviousness (A1) & green cover (B2) are complementary hence highly collinear"
"opn";"ur.02";"";"Andel grønt areal";"2";"Copernicus*, NIBIO";"2018";"3";"kommune";"B2";"B2, A1, C1";"fs, lm";"p";"pol?";"";"Share of green surfaces in an urban ecosystem";"conflated with extent (e)";"highly correlated with imperviousness ### d.startdate: EF: NIBIO is coming with  national green structure map (including grey and blue areas) before Easter 2024 ## d.them.scope: EF: while the data source has a relatively fine spatial resolution, the spat.res for the variable shd be ""p1"" (kommune) ## i.etlink: imperviousness (A1) & green cover (B2) are complementary hence highly collinear"
"opn";"nn.01";"";"Andel ferskvannsareal";"1";"Copernicus*, NIBIO";"2018";"3";"kommune";"B2";"B2, A1, C1";"fs, lm";"p";"mod";"";"Share of freshwater surfaces within an urban ecosystem";"";"feasible EU volutary variable; NIBIO is coming with  national green structure map (including grey and blue areas) before Easter 2024 ### d.startdate: EF: NIBIO is coming with  national green structure map (including grey and blue areas) before Easter 2024 ## d.them.scope: EF: while the data source has a relatively fine spatial resolution, the spat.res for the variable shd be ""p1"" (kommune)"
"opn";"ur.03";"";"Andel trekronedekke";"2";"Copernicus*, NIBIO";"2012";"3";"kommune";"B2";"B2";"fs";"p";"pol?";"";"Tree cover density";"";"In several municipalities (e.g. Oslo) there are better local data sources ### d.startdate: EF: NIBIO is coming with  national green structure map (including grey and blue areas) before Easter 2024 ## d.them.scope: EF: while the data source has a relatively fine spatial resolution, the spat.res for the variable shd be ""p1"" (kommune)"
"opn";"fj.11, vs.02";"Å f";"Konnektivitet";"2";"Statens kartverk*/NIBIO";"2020";"Inf";"kommune";"C1";"C1";"lm";"p";"mod";"metrikk må avklares";"The indicator is the mean distance from the centre of each mountain area to the nearest infrastructure object (roads, power lines, buildings etc), agricultural area or forest area";"early aggregation (q), other issues (o)";"There are several problems with this variable: it has several unfavourable mathematical properties (numerical instabilities: big response to small changes, number of patches to average may also change), it cannot be linked to the relevant subtypes of mountain ETs, etc. In addition there are problems with the name, and similar (pressure-like) variables are discuraged by SEEA EA.  | Possibly correlated with the indicator of area without technical intervention. ### n53: NIBIO: N50 does not distiguish between various open ecosystems; data from AR5/AR50 wil be needed, but does not distingush well between subtypes (not at all between natural/semi-natural); relevance for EC of n51-n55 should be clarified ## n8a: Hanno: not applied to or tested in water, as far as i know (HS) ## d.temp.aggr: EF: start year for map data is often not clear as previous versions may not be available - and updates have tended to be irregular ## d.spat.res: irregular (currently snapshot)"
"opn";"nn.02";"";"Konnektivitet av grønne områder";"1";"Copernicus*, NIBIO";"2018";"3";"kommune";"C1";"C1";"lm";"p";"mod";"";"The a specific metric still needs to be developed";"";"I think this could be a useful variable for urban ecosystems, but a specific metric must be developed; NIBIO's map would provide relevant data ### d.startdate: EF: NIBIO is coming with  national green structure map (including grey and blue areas) before Easter 2024"
"opn";"sk.13, fj.10";"Å f";"Areal uten tekniske inngrep";"3";"MDir*/NIBIO";"1988";"5";"kommune";"C1";"C1";"lm";"p";"abs";"";"The indicator is the proportion of the area of the given ET that is at least 1 km away from major technical infrastructure";"";"NIBIO: may be seen as a reciprocal pressure indicator; INON + N50 does not distinguish between various open ecosystems; not defined for aquatic ecosystems | BC: why not? IMHO if this is a ""reverse pressure"" then it can very well be calculated for freshwater ETs, too. (However: the way how this indicator is calculated could probably be improved, and (as this discussion also suggests) its name could also be improved (to something more intuitive / less misleading).) ((E.g. to ""share (of area) outside disturbance zone of major technical infrastructure"", or even ""mean distance to nearest technical infrastructure"")) ### n53: INON + N50 does not distiguish between various open ecosystems; data from AR5/AR50 wil be needed, but does not distingush well between subtypes (not at all between natural/semi-natural) ## d.startdate: INON: Vector map. The dataset shows which areas in Norway are not affected by significant technical infrastructure. Infrastructure-free nature is defined as areas which are at least one kilometre away from major technical infrastructure such as roads, large powerlines, railways, and technical interventions in waterways etc (buildings are not included). Modelled, nationwide data based on base maps such as N50. Observations / measurements are made per registration site; each site is 250 m2. ## d.spat.res: used to be 10"
"opn";"ur.04";"";"Konsentrasjon av partikler <2,5 μm (PM2.5)";"2";"Copernicus*, NILU";"2018";"1";"kommune";"A2";"A2, A1";"af";"n";"pol?";"";"Average annual particulate matter (PM2.5) concentration in urban ecosystems";"";"JRC report studies PM2.5 & PM10, but indicators for other pollutants are also possible (NO2, O3, SO2, CO), and NO data sources should be also examined. At an EU level the max monthly mean values seem to make a better indicator. ### d.temp.aggr: CAMS predecessors (EMEP, EEA/AQ) go back to 2000 (NO data may go back even further...) ## d.spat.scope: JRC also explores other options (max monthly mean, annual max), which may be more relevant ## ect.s2: BC: FWIW, aerosol particles could also be seen as ""physical quality"" (but I left it in A2, anyway)"
