et,lvl,gg,nn,nn_c1,nn_p2,nn_p1p,nn_c2p,st_max,st0.1,st0.2,st0.3,dir0.n.p,dir0.n.n,dir0.n.u,dir0.n.x,tsd,tsd_c2p,trs,trs_c2p,trs0.y1,trs0.y3,trs0.y5,trs0.y10,trs0.yInf,trs0.NA,srs,srs_c2p,srs0.g1,srs0.g2,srs0.g3,srs0.g4,srs0.g5,srs0.g6,srs0.p1,srs0.p2,srs0.pp,srs0.px,srs0.NA,etl0.cc,etl0.fo,etl0.so,etl0.lm,etl0.na,cpl_ok.n,cpl0.n.a,cpl0.n.d,cpl0.n.e,cpl0.n.i,cpl0.n.n,cpl0.n.o,cpl0.n.q,cpl0.n.r,cpl0.n.s,cpl0.n.t,cpl0.n.x,ect_s.n,hosts,iid.n,dir_d.n,nm,nv,dir0.e.p,dir0.e.n,dir0.e.u,dir0.e.x,cpl_ok.e,cpl0.e.a,cpl0.e.d,cpl0.e.e,cpl0.e.i,cpl0.e.n,cpl0.e.o,cpl0.e.q,cpl0.e.r,cpl0.e.s,cpl0.e.t,cpl0.e.x,ect_s.e,iid.e,dir_d.e,n,cpl_ok,cpl0.a,cpl0.d,cpl0.e,cpl0.i,cpl0.n,cpl0.o,cpl0.q,cpl0.r,cpl0.s,cpl0.t,cpl0.x,dir0.p,dir0.n,dir0.u,dir0.x,dir_d,ect_s,iid
g,all,all,26,2,11,16,0,3,15,10,1,11,2,13,0,1907,0,1,0,16,0,6,2,2,0,g3,NA,0,0,2,0,0,0,5,16,0,3,0,7,12,4,2,1,16,1,2,1,0,0,2,1,0,0,1,2,"B1a, B1b, B2, B3","MDir, MDir/NIBIO, Mdir/NINA, NASA, NINA, NTNU, NVE, Statens kartverk/NIBIO","fj.01, fj.02, fj.03, fj.05, fj.06, fj.07, fj.08, fj.09, fj.10, fj.11, fj.12, fj.13, fj.14, fj.15, fj.16, nb.16, sk.01, sk.02, sk.03, sk.04, sk.12, sk.13, vs.02, vs.03, vs.04, vs.06, vs.11, vs.16, vs.29, vs.30, vs.37, vs.41, vs.41b, vs.41c, vs.41d, vs.64, vs.71, vs.74",x,0,6,2,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,,"e.06.1, e.06.2, e.06.3",x,32,20,1,2,1,0,0,2,1,0,0,1,2,13,4,15,0,p,"B1a, B1b, B2, B3","e.06.1, e.06.2, e.06.3, fj.01, fj.02, fj.03, fj.05, fj.06, fj.07, fj.08, fj.09, fj.10, fj.11, fj.12, fj.13, fj.14, fj.15, fj.16, nb.16, sk.01, sk.02, sk.03, sk.04, sk.12, sk.13, vs.02, vs.03, vs.04, vs.06, vs.11, vs.16, vs.29, vs.30, vs.37, vs.41, vs.41b, vs.41c, vs.41d, vs.64, vs.71, vs.74"
g,cls,A1,3,0,1,1,0,3,2,0,1,1,1,1,0,1966,0,1,0,2,0,0,0,1,0,p2,NA,0,0,0,0,0,0,0,2,0,1,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,B1a,"MDir, NVE","fj.15, fj.16, sk.03, vs.30",x,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,e.06.1,p,5,3,0,0,1,0,0,0,0,0,0,0,1,3,1,1,0,p,B1a,"e.06.1, fj.15, fj.16, sk.03, vs.30"
g,cls,A2,3,0,0,2,0,1,3,0,0,0,0,3,0,2019,0,1,0,3,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,B1a,"MDir, NINA","fj.13, sk.02, vs.03, vs.41, vs.41b",u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,,B1a,"fj.13, sk.02, vs.03, vs.41, vs.41b"
g,cls,ABC,1,0,0,0,0,1,1,0,0,1,0,0,0,1990,0,5,0,0,0,1,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,B1b,"MDir, NINA","fj.12, sk.12, vs.06",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,p,B1b,"fj.12, sk.12, vs.06"
g,cls,B1a,7,0,7,6,0,2,0,7,0,6,0,1,0,1990,0,1,0,5,0,2,0,0,0,p1,NA,0,0,0,0,0,0,1,4,0,2,0,6,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,B3,"MDir, NINA","fj.02, fj.03, fj.05, fj.06, fj.07, fj.08, fj.09, sk.04, vs.29",p,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,e.06.2,n,9,6,0,0,0,0,0,1,0,2,0,0,0,6,2,1,0,p,B3,"e.06.2, fj.02, fj.03, fj.05, fj.06, fj.07, fj.08, fj.09, sk.04, vs.29"
g,cls,B1b,1,0,0,0,0,1,1,0,0,1,0,0,0,2009,0,1,0,1,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,B2,NINA,"vs.16, vs.37",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,p,B2,"vs.16, vs.37"
g,cls,B2,2,0,0,1,0,1,2,0,0,0,0,2,0,2000,0,1,0,2,0,0,0,0,0,g3,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,B3,NASA,"fj.01, sk.01",u,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,,e.06.3,u,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,u,B3,"e.06.3, fj.01, sk.01"
g,cls,B3,7,0,3,5,0,2,4,3,0,0,1,6,0,1907,0,1,0,3,0,2,2,0,0,p1,NA,0,0,0,0,0,0,2,5,0,0,0,0,5,2,0,0,5,0,2,0,0,0,0,0,0,0,0,0,"B1a, B2","MDir, Mdir/NINA, NINA, NTNU","fj.14, nb.16, vs.04, vs.11, vs.41c, vs.41d, vs.64, vs.71, vs.74",u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,7,5,0,2,0,0,0,0,0,0,0,0,0,0,1,6,0,,"B1a, B2","fj.14, nb.16, vs.04, vs.11, vs.41c, vs.41d, vs.64, vs.71, vs.74"
g,cls,C1,2,2,0,1,0,1,2,0,0,2,0,0,0,1988,0,5,0,0,0,1,0,1,0,p1,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,,"MDir/NIBIO, Statens kartverk/NIBIO","fj.10, fj.11, sk.13, vs.02",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,p,,"fj.10, fj.11, sk.13, vs.02"
g,chr,A1 | Mean temperature,1,0,0,0,0,1,1,0,0,0,1,0,0,2019,0,1,0,1,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,B1a,MDir,fj.15,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,B1a,fj.15
g,chr,A1 | Permanent ice cover,1,0,1,0,0,3,0,0,1,1,0,0,0,1966,0,Inf,0,0,0,0,0,1,0,px,NA,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,NVE,fj.16,p,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,e.06.1,p,3,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,p,,"e.06.1, fj.16"
g,chr,A1 | Water physical availability/permanence,1,0,0,1,0,1,1,0,0,0,0,1,0,2019,0,1,0,1,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B1a,MDir,"sk.03, vs.30",u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,B1a,"sk.03, vs.30"
g,chr,A2 | Soil chemical quality,3,0,0,2,0,1,3,0,0,0,0,3,0,2019,0,1,0,3,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,B1a,"MDir, NINA","fj.13, sk.02, vs.03, vs.41, vs.41b",u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,,B1a,"fj.13, sk.02, vs.03, vs.41, vs.41b"
g,chr,ABC | Overall ecological status,1,0,0,0,0,1,1,0,0,1,0,0,0,1990,0,5,0,0,0,1,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,B1b,"MDir, NINA","fj.12, sk.12, vs.06",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,p,B1b,"fj.12, sk.12, vs.06"
g,chr,B1a B1b | Birds abundance & diversity,2,0,2,2,0,2,0,2,0,2,0,0,0,2010,0,1,0,1,0,1,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,"MDir, NINA","fj.05, fj.08",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,p,,"fj.05, fj.08"
g,chr,B1a B1b | Insect abundance & diversity,1,0,0,0,0,1,1,0,0,1,0,0,0,2009,0,1,0,1,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,B2,NINA,"vs.16, vs.37",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,p,B2,"vs.16, vs.37"
g,chr,B1a | Invasive species abundance,1,0,1,1,0,2,0,1,0,1,0,0,0,2019,0,1,0,1,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,MDir,"fj.09, sk.04, vs.29",p,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,e.06.2,n,3,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,n,,"e.06.2, fj.09, sk.04, vs.29"
g,chr,B1a | Mammals abundance,4,0,4,3,0,2,0,4,0,3,0,1,0,1990,0,1,0,3,0,1,0,0,0,p1,NA,0,0,0,0,0,0,1,2,0,1,0,4,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,B3,"MDir, NINA","fj.02, fj.03, fj.06, fj.07",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4,3,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,p,B3,"fj.02, fj.03, fj.06, fj.07"
g,chr,B2 | Total vegetation cover & productivity,2,0,0,1,0,1,2,0,0,0,0,2,0,2000,0,1,0,2,0,0,0,0,0,g3,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,B3,NASA,"fj.01, sk.01",u,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,,e.06.3,u,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,u,B3,"e.06.3, fj.01, sk.01"
g,chr,B3 | Ecosystem age,1,0,0,0,0,1,1,0,0,0,0,1,0,2019,0,1,0,1,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,B1a,MDir,"fj.14, vs.04",u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,B1a,"fj.14, vs.04"
g,chr,B3 | Grazing intensity,1,0,0,1,0,1,1,0,0,0,0,1,0,2019,0,1,0,1,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B1a,NINA,vs.41c,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,B1a,vs.41c
g,chr,B3 | Soil disturbance,2,0,1,2,0,2,1,1,0,0,1,1,0,2019,0,1,0,1,0,1,0,0,0,p2,NA,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,B1a,NINA,"vs.41d, vs.64",x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,B1a,"vs.41d, vs.64"
g,chr,B3 | Trophic balance,3,0,2,2,0,2,1,2,0,0,0,3,0,1907,0,5,0,0,0,1,2,0,0,p1,NA,0,0,0,0,0,0,2,1,0,0,0,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,"B1a, B2","Mdir/NINA, NTNU","nb.16, vs.11, vs.71, vs.74",u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,,"B1a, B2","nb.16, vs.11, vs.71, vs.74"
g,chr,C1 | Connectivity & fragmentation of ETs,1,1,0,0,0,1,1,0,0,1,0,0,0,2021,0,Inf,0,0,0,0,0,1,0,p1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,Statens kartverk/NIBIO,"fj.11, vs.02",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,p,,"fj.11, vs.02"
g,chr,"C1 | Landscape naturalness, subgrid natural features",1,1,0,1,0,1,1,0,0,1,0,0,0,1988,0,5,0,0,0,1,0,0,0,p1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,MDir/NIBIO,"fj.10, sk.13, vs.02",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,p,,"fj.10, sk.13, vs.02"
h,all,all,16,15,11,8,7,3,5,10,1,6,3,7,0,1988,1988,1,1,10,0,4,0,2,0,g2,g3,0,1,2,0,0,0,2,11,0,0,0,2,8,3,2,1,8,1,2,1,0,0,0,1,0,0,1,2,"B1a, B1b, B3","BirdLife Norge, MDir, MDir/NIBIO, Mdir/NINA, NASA, NINA, Statens kartverk/NIBIO","fj.01, fj.04, fj.09, fj.10, fj.11, fj.12, fj.13, fj.14, fj.15, nb.16, sk.01, sk.02, sk.03, sk.04, sk.12, sk.13, vs.02, vs.03, vs.04, vs.05, vs.06, vs.13, vs.28, vs.29, vs.30, vs.41, vs.64",x,0,5,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,,"e.07.1, e.07.2, e.h1",x,21,10,1,2,1,0,0,0,1,0,0,1,2,8,5,8,0,p,"B1a, B1b, B3","e.07.1, e.07.2, e.h1, fj.01, fj.04, fj.09, fj.10, fj.11, fj.12, fj.13, fj.14, fj.15, nb.16, sk.01, sk.02, sk.03, sk.04, sk.12, sk.13, vs.02, vs.03, vs.04, vs.05, vs.06, vs.13, vs.28, vs.29, vs.30, vs.41, vs.64"
h,cls,A1,2,2,1,1,1,2,1,1,0,0,1,1,0,2019,2019,1,1,2,0,0,0,0,0,p2,p2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,B1a,MDir,"fj.15, sk.03, vs.30",x,0,3,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,,"e.07.1, e.h1",n,5,3,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,n,B1a,"e.07.1, e.h1, fj.15, sk.03, vs.30"
h,cls,A2,2,2,2,1,1,2,0,2,0,0,0,2,0,2019,2019,1,1,2,0,0,0,0,0,p2,p2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,B1a,"MDir, NINA","fj.13, sk.02, vs.03, vs.41",u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,,B1a,"fj.13, sk.02, vs.03, vs.41"
h,cls,ABC,1,1,0,0,0,1,1,0,0,1,0,0,0,1990,0,5,0,0,0,1,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,B1b,"MDir, NINA","fj.12, sk.12, vs.06",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,p,B1b,"fj.12, sk.12, vs.06"
h,cls,B1a,3,2,2,3,2,2,1,2,0,3,0,0,0,2010,2010,1,1,3,0,0,0,0,0,p2,p2,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,B1b,"BirdLife Norge, MDir, NINA","fj.04, fj.09, sk.04, vs.13, vs.29",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,p,B1b,"fj.04, fj.09, sk.04, vs.13, vs.29"
h,cls,B1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,e.07.2,p,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,p,,e.07.2
h,cls,B2,3,3,2,1,1,2,1,2,0,0,1,2,0,2000,2000,1,1,2,0,0,0,1,0,g2,g3,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,B3,"NASA, NINA","fj.01, sk.01, vs.05, vs.28",u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,,B3,"fj.01, sk.01, vs.05, vs.28"
h,cls,B3,3,3,2,1,1,2,1,2,0,0,1,2,0,2019,2019,1,5,1,0,2,0,0,0,p2,p2,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,B1a,"MDir, Mdir/NINA, NINA","fj.14, nb.16, vs.04, vs.64",u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,1,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,,B1a,"fj.14, nb.16, vs.04, vs.64"
h,cls,C1,2,2,2,1,1,3,0,1,1,2,0,0,0,1988,1988,5,5,0,0,1,0,1,0,p1,p1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,,"MDir/NIBIO, Statens kartverk/NIBIO","fj.10, fj.11, sk.13, vs.02",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,p,,"fj.10, fj.11, sk.13, vs.02"
h,chr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,e.h1,u,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,u,,e.h1
h,chr,A1 | Mean temperature,1,1,0,0,0,1,1,0,0,0,1,0,0,2019,0,1,0,1,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,B1a,MDir,fj.15,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,B1a,fj.15
h,chr,A1 | Water physical availability/permanence,1,1,1,1,1,2,0,1,0,0,0,1,0,2019,2019,1,1,1,0,0,0,0,0,p2,p2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B1a,MDir,"sk.03, vs.30",u,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,e.07.1,n,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,n,B1a,"e.07.1, sk.03, vs.30"
h,chr,A2 | Soil chemical quality,2,2,2,1,1,2,0,2,0,0,0,2,0,2019,2019,1,1,2,0,0,0,0,0,p2,p2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,B1a,"MDir, NINA","fj.13, sk.02, vs.03, vs.41",u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,,B1a,"fj.13, sk.02, vs.03, vs.41"
h,chr,ABC | Overall ecological status,1,1,0,0,0,1,1,0,0,1,0,0,0,1990,0,5,0,0,0,1,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,B1b,"MDir, NINA","fj.12, sk.12, vs.06",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,p,B1b,"fj.12, sk.12, vs.06"
h,chr,B1a B1b | Birds abundance & diversity,2,1,1,2,1,2,1,1,0,2,0,0,0,2010,2010,1,1,2,0,0,0,0,0,p2,p2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,B1b,"BirdLife Norge, MDir, NINA","fj.04, vs.13",p,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,e.07.2,p,4,2,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,p,B1b,"e.07.2, fj.04, vs.13"
h,chr,B1a | Invasive species abundance,1,1,1,1,1,2,0,1,0,1,0,0,0,2019,2019,1,1,1,0,0,0,0,0,p2,p2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,MDir,"fj.09, sk.04, vs.29",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,p,,"fj.09, sk.04, vs.29"
h,chr,B2 | Total vegetation cover & productivity,2,2,1,1,1,2,1,1,0,0,0,2,0,2000,2000,1,1,2,0,0,0,0,0,g3,g3,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,B3,NASA,"fj.01, sk.01",u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,,B3,"fj.01, sk.01"
h,chr,B2 | Tree & shrub layer cover,1,1,1,0,0,2,0,1,0,0,1,0,0,2010,0,Inf,0,0,0,0,0,1,0,g2,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,NINA,"vs.05, vs.28",n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,"vs.05, vs.28"
h,chr,B3 | Ecosystem age,1,1,1,0,0,2,0,1,0,0,0,1,0,2019,0,1,0,1,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,B1a,MDir,"fj.14, vs.04",u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,B1a,"fj.14, vs.04"
h,chr,B3 | Soil disturbance,1,1,1,1,1,2,0,1,0,0,1,0,0,2019,2019,5,5,0,0,1,0,0,0,p2,p2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,NINA,vs.64,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,vs.64
h,chr,B3 | Trophic balance,1,1,0,0,0,1,1,0,0,0,0,1,0,2019,0,5,0,0,0,1,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,Mdir/NINA,nb.16,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,nb.16
h,chr,C1 | Connectivity & fragmentation of ETs,1,1,1,0,0,2,0,1,0,1,0,0,0,2021,0,Inf,0,0,0,0,0,1,0,p1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,Statens kartverk/NIBIO,"fj.11, vs.02",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,p,,"fj.11, vs.02"
h,chr,"C1 | Landscape naturalness, subgrid natural features",1,1,1,1,1,3,0,0,1,1,0,0,0,1988,1988,5,5,0,0,1,0,0,0,p1,p1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,MDir/NIBIO,"fj.10, sk.13, vs.02",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,p,,"fj.10, sk.13, vs.02"
