et,lvl,gg,nn,nn_c2,st_max,st0.1,st0.2,st0.3,dir0.n.p,dir0.n.n,dir0.n.u,dir0.n.x,tsd,tsd_c2,trs,trs_c2,srs,srs_c2,etl0.cc,etl0.fo,etl0.so,etl0.lm,cpl_ok.n,cpl0.n.a,cpl0.n.ai,cpl0.n.aqi,cpl0.n.d,cpl0.n.dn,cpl0.n.e,cpl0.n.n,cpl0.n.o,cpl0.n.q,cpl0.n.qo,cpl0.n.r,cpl0.n.s,cpl0.n.sq,cpl0.n.t,cpl0.n.tq,cpl0.n.xd,cpl0.n.xt,ect_s.n,hosts,iid.n,dir_d.n,nm,nv,dir0.e.p,dir0.e.n,dir0.e.u,dir0.e.x,cpl_ok.e,cpl0.e.a,cpl0.e.ai,cpl0.e.aqi,cpl0.e.d,cpl0.e.dn,cpl0.e.e,cpl0.e.n,cpl0.e.o,cpl0.e.q,cpl0.e.qo,cpl0.e.r,cpl0.e.s,cpl0.e.sq,cpl0.e.t,cpl0.e.tq,cpl0.e.xd,cpl0.e.xt,ect_s.e,iid.e,dir_d.e,n,cpl_ok,cpl0.a,cpl0.ai,cpl0.aqi,cpl0.d,cpl0.dn,cpl0.e,cpl0.n,cpl0.o,cpl0.q,cpl0.qo,cpl0.r,cpl0.s,cpl0.sq,cpl0.t,cpl0.tq,cpl0.xd,cpl0.xt,dir0.p,dir0.n,dir0.u,dir0.x,ect_s,id,et_label
g,chr,B2 | Total vegetation cover,2,0,1,2,0,0,0,0,2,0,2000,0,1,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,B3,NASA,"fj.01, sk.01",u,0,1,1,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"B3, C1",e.g3,p,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,0,"B3, C1","e.g3, fj.01, sk.01",g: Sparsely vegetated ecosystems
g,chr,B3 | Disturbance intensity / ecosystem age,3,0,2,2,1,0,1,0,2,0,2019,0,5,0,8,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B1a,"MDir, NINA","fj.14, vs.04, vs.41d, vs.64",u,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,C1,,p,3,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3,0,"B1a, C1","fj.14, vs.04, vs.41d, vs.64",g: Sparsely vegetated ecosystems
g,chr,B3 | Trophic balance,2,0,2,0,2,0,0,0,2,0,1907,0,10,0,7,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B1a, B2",NTNU,"vs.11, vs.71, vs.74",u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"B1a, B2","vs.11, vs.71, vs.74",g: Sparsely vegetated ecosystems
g,chr,C1 | Landscape connectivity & fragmentation,1,0,1,1,0,0,0,0,1,0,2021,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Statens kartverk,"fj.11, vs.02",u,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,p,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,,"fj.11, vs.02",g: Sparsely vegetated ecosystems
g,chr,C1 | Landscape naturalness,1,1,3,0,0,1,1,0,0,0,1988,1988,5,5,8,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MDir,"fj.10, sk.13, vs.02",p,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,p,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,"fj.10, sk.13, vs.02",g: Sparsely vegetated ecosystems
h,all,all,16,6,3,5,10,1,6,2,8,0,1988,1988,1,1,2,3,3,7,3,2,8,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,2,0,"B1a, B3","MDir, NASA, NINA, Statens kartverk","fj.01, fj.02, fj.04, fj.07, fj.09, fj.10, fj.11, fj.12, fj.13, fj.14, fj.15, sk.01, sk.02, sk.03, sk.04, sk.12, sk.13, vs.02, vs.03, vs.04, vs.05, vs.06, vs.28, vs.29, vs.30, vs.41, vs.64",x,0,5,21,17,8,0,21,0,0,1,3,1,1,0,3,7,0,3,3,1,0,1,0,1,"A2, B1a, B2, B3, C1","e.h1, e.h2, e.h3, e.h4, e.h5",p,21,29,1,0,1,4,1,2,0,4,7,1,3,3,1,1,1,2,1,27,19,16,0,"A2, B1a, B2, B3, C1","e.h1, e.h2, e.h3, e.h4, e.h5, fj.01, fj.02, fj.04, fj.07, fj.09, fj.10, fj.11, fj.12, fj.13, fj.14, fj.15, sk.01, sk.02, sk.03, sk.04, sk.12, sk.13, vs.02, vs.03, vs.04, vs.05, vs.06, vs.28, vs.29, vs.30, vs.41, vs.64",h: Inland wetlands
h,cls,A1,2,1,2,1,1,0,0,1,1,0,2019,2019,5,5,8,8,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B1a,MDir,"fj.15, sk.03, vs.30",x,0,2,1,5,3,0,4,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,"A2, C1","e.h1, e.h2",n,4,5,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,1,6,4,0,"A2, B1a, C1","e.h1, e.h2, fj.15, sk.03, vs.30",h: Inland wetlands
h,cls,A2,2,1,2,0,2,0,0,0,2,0,2019,2019,5,5,8,8,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B1a,"MDir, NINA","fj.13, sk.02, vs.03, vs.41",u,0,2,3,4,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,A2,"e.h3, e.h4",p,4,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,4,2,0,"A2, B1a","e.h3, e.h4, fj.13, sk.02, vs.03, vs.41",h: Inland wetlands
h,cls,B1a,4,1,2,3,1,0,3,0,1,0,1990,2019,1,5,8,8,3,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"MDir, NINA","fj.02, fj.04, fj.07, fj.09, sk.04, vs.29",p,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,4,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,2,1,0,,"fj.02, fj.04, fj.07, fj.09, sk.04, vs.29",h: Inland wetlands
h,cls,B1b,1,0,2,0,1,0,1,0,0,0,1990,0,5,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"MDir, NINA","fj.12, sk.12, vs.06",p,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,,e.h5,p,2,0,1,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,8,0,0,0,,"e.h5, fj.12, sk.12, vs.06",h: Inland wetlands
h,cls,B2,3,1,2,1,2,0,0,1,2,0,2000,2000,1,1,2,3,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,B3,"NASA, NINA","fj.01, sk.01, vs.05, vs.28",u,0,0,3,1,2,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,"B3, C1",,p,3,4,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,3,2,4,0,"B3, C1","fj.01, sk.01, vs.05, vs.28",h: Inland wetlands
h,cls,B3,2,1,2,0,2,0,1,0,1,0,2019,2019,5,5,8,8,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B1a,"MDir, NINA","fj.14, vs.04, vs.64",x,0,0,3,2,2,0,3,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,"B1a, C1",,p,2,4,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,4,2,3,0,"B1a, C1","fj.14, vs.04, vs.64",h: Inland wetlands
h,cls,C1,2,1,3,0,1,1,1,0,1,0,1988,1988,5,5,8,8,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,"MDir, Statens kartverk","fj.10, fj.11, sk.13, vs.02",x,0,0,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B2,,p,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,0,B2,"fj.10, fj.11, sk.13, vs.02",h: Inland wetlands
h,cls,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,0,,,h: Inland wetlands
h,chr,A1 | Mean temperature,1,0,1,1,0,0,0,1,0,0,2019,0,5,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B1a,MDir,fj.15,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,B1a,fj.15,h: Inland wetlands
h,chr,A1 | Water physical availability/permanence,1,1,2,0,1,0,0,0,1,0,2019,2019,5,5,8,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B1a,MDir,"sk.03, vs.30",u,0,2,0,2,3,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,,"e.h1, e.h2",n,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,4,0,B1a,"e.h1, e.h2, sk.03, vs.30",h: Inland wetlands
h,chr,A2 | Soil chemical quality,2,1,2,0,2,0,0,0,2,0,2019,2019,5,5,8,8,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B1a,"MDir, NINA","fj.13, sk.02, vs.03, vs.41",u,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,B1a,"fj.13, sk.02, vs.03, vs.41",h: Inland wetlands
h,chr,A2 | Water chemical quality: eutrophication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"e.h3, e.h4",n,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,"e.h3, e.h4",h: Inland wetlands
h,chr,B1a | Birds abundance,1,0,1,1,0,0,1,0,0,0,2015,0,1,0,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NINA,fj.04,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,fj.04,h: Inland wetlands
h,chr,B1a | Invasive species abundance,1,1,2,0,1,0,1,0,0,0,2019,2019,5,5,8,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MDir,"fj.09, sk.04, vs.29",p,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,,"fj.09, sk.04, vs.29",h: Inland wetlands
h,chr,B1a | Mammals abundance,2,0,1,2,0,0,1,0,1,0,1990,0,1,0,8,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"MDir, NINA","fj.02, fj.07",x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,,"fj.02, fj.07",h: Inland wetlands
h,chr,B1b | Birds diversity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,,e.h5,p,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,,e.h5,h: Inland wetlands
h,chr,B1b | Overall compositional status,1,0,2,0,1,0,1,0,0,0,1990,0,5,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"MDir, NINA","fj.12, sk.12, vs.06",p,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,p,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,,"fj.12, sk.12, vs.06",h: Inland wetlands
h,chr,B2 | Total vegetation cover,2,1,2,1,1,0,0,0,2,0,2000,2000,1,1,3,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,B3,NASA,"fj.01, sk.01",u,0,0,1,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"B3, C1",,p,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,0,"B3, C1","fj.01, sk.01",h: Inland wetlands
h,chr,B2 | Tree & shrub layer cover,1,0,2,0,1,0,0,1,0,0,2010,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,NINA,"vs.05, vs.28",n,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,p,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,"vs.05, vs.28",h: Inland wetlands
h,chr,B3 | Disturbance intensity / ecosystem age,2,1,2,0,2,0,1,0,1,0,2019,2019,5,5,8,8,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B1a,"MDir, NINA","fj.14, vs.04, vs.64",x,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,C1,,p,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,"B1a, C1","fj.14, vs.04, vs.64",h: Inland wetlands
h,chr,C1 | Landscape connectivity & fragmentation,1,0,2,0,1,0,0,0,1,0,2021,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Statens kartverk,"fj.11, vs.02",u,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,p,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,,"fj.11, vs.02",h: Inland wetlands
h,chr,C1 | Landscape naturalness,1,1,3,0,0,1,1,0,0,0,1988,1988,5,5,8,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MDir,"fj.10, sk.13, vs.02",p,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,p,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,"fj.10, sk.13, vs.02",h: Inland wetlands
j,all,all,23,18,2,1,22,0,10,10,0,0,1988,0,1,1,8,9,0,22,0,1,19,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,"B1a, B3","MDir, NINA, NIVA, Vann-nett, Vannmiljø","AIP, ANC, ASPT, Cpue_juveniles, EMANTLLE, FIBESTE, HBI2, LAL, N-NH3, N-TOT, NEFI, O2, P-TOT, PH, PIT, QMIN, RAMI, Raddum-2, barriereeffekt, fj.10, fragmenteringsgrad, overall chemical status, overall ecol status, sk.13, vs.02",x,0,9,21,17,8,0,21,0,0,1,3,1,1,0,3,7,0,3,3,1,0,1,0,1,"A2, B1a, B2, B3, C1","e.j1, e.j2, e.j3, e.j4, e.j5, e.j6, e.j7, e.j8, e.j9",p,32,40,0,1,1,3,1,1,1,3,7,0,3,3,1,2,1,0,1,31,27,8,0,"A2, B1a, B2, B3, C1","AIP, ANC, ASPT, Cpue_juveniles, EMANTLLE, FIBESTE, HBI2, LAL, N-NH3, N-TOT, NEFI, O2, P-TOT, PH, PIT, QMIN, RAMI, Raddum-2, barriereeffekt, e.j1, e.j2, e.j3, e.j4, e.j5, e.j6, e.j7, e.j8, e.j9, fj.10, fragmenteringsgrad, overall chemical status, overall ecol status, sk.13, vs.02",j: Rivers and Canals
j,cls,A1,1,0,2,0,1,0,1,0,0,0,0,0,1,0,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,B3,Vannmiljø,QMIN,p,0,1,1,5,3,0,4,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,"A2, C1",e.j1,p,2,4,0,0,0,0,1,1,1,2,0,0,0,0,0,0,1,0,0,2,5,3,0,"A2, B3, C1","QMIN, e.j1",j: Rivers and Canals
j,cls,A2,14,14,2,0,14,0,6,7,0,0,0,0,1,1,9,9,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B1a,"NIVA, Vann-nett, Vannmiljø","AIP, ANC, ASPT, HBI2, LAL, N-NH3, N-TOT, O2, P-TOT, PH, PIT, RAMI, Raddum-2, overall chemical status",x,0,3,3,4,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,A2,"e.j3, e.j4, e.j6",p,17,19,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,11,0,0,"A2, B1a","AIP, ANC, ASPT, HBI2, LAL, N-NH3, N-TOT, O2, P-TOT, PH, PIT, RAMI, Raddum-2, e.j3, e.j4, e.j6, overall chemical status",j: Rivers and Canals
j,cls,B1a,2,2,2,0,2,0,1,0,0,0,0,0,1,1,9,9,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"NINA, Vannmiljø","Cpue_juveniles, EMANTLLE",x,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,,"Cpue_juveniles, EMANTLLE",j: Rivers and Canals
j,cls,B1b,2,0,2,0,2,0,1,1,0,0,0,0,1,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,"NINA, Vannmiljø","FIBESTE, NEFI",x,0,2,7,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,,"e.j8, e.j9",p,4,0,0,0,1,0,0,0,0,0,5,0,1,0,0,2,0,0,0,8,1,0,0,,"FIBESTE, NEFI, e.j8, e.j9",j: Rivers and Canals
j,cls,B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,3,1,2,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,"B3, C1",e.j5,p,1,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,0,"B3, C1",e.j5,j: Rivers and Canals
j,cls,B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,3,2,2,0,3,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,"B1a, C1",,p,0,3,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,3,2,2,0,"B1a, C1",,j: Rivers and Canals
j,cls,C1,3,2,2,1,2,0,1,2,0,0,1988,0,1,1,8,9,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"MDir, Vannmiljø","barriereeffekt, fj.10, fragmenteringsgrad, sk.13, vs.02",n,0,1,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B2,e.j7,p,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,B2,"barriereeffekt, e.j7, fj.10, fragmenteringsgrad, sk.13, vs.02",j: Rivers and Canals
j,cls,X,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Vann-nett,overall ecol status,x,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,,e.j2,n,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,0,,"e.j2, overall ecol status",j: Rivers and Canals
j,chr,A1 | Water physical availability/permanence,1,0,2,0,1,0,1,0,0,0,0,0,1,0,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,B3,Vannmiljø,QMIN,p,0,1,0,2,3,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,,e.j1,n,2,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,2,3,0,B3,"QMIN, e.j1",j: Rivers and Canals
j,chr,A2 | Water chemical quality: acidification,6,6,2,0,6,0,4,2,0,0,0,0,1,1,9,9,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B1a,"NIVA, Vannmiljø","AIP, ANC, LAL, PH, RAMI, Raddum-2",p,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,p,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,B1a,"AIP, ANC, LAL, PH, RAMI, Raddum-2",j: Rivers and Canals
j,chr,A2 | Water chemical quality: eutrophication,7,7,2,0,7,0,2,5,0,0,0,0,1,1,9,9,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B1a,"NIVA, Vannmiljø","ASPT, HBI2, N-NH3, N-TOT, O2, P-TOT, PIT",n,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"e.j3, e.j4",n,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,B1a,"ASPT, HBI2, N-NH3, N-TOT, O2, P-TOT, PIT, e.j3, e.j4",j: Rivers and Canals
j,chr,A2 | Water chemical quality: other pollutants,1,1,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Vann-nett,overall chemical status,x,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A2,e.j6,p,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,A2,"e.j6, overall chemical status",j: Rivers and Canals
j,chr,B1a B1b | Fish++ abundance,4,2,2,0,4,0,2,1,0,0,0,0,1,1,9,9,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,"NINA, Vannmiljø","Cpue_juveniles, EMANTLLE, FIBESTE, NEFI",x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,,"Cpue_juveniles, EMANTLLE, FIBESTE, NEFI",j: Rivers and Canals
j,chr,B1b | Fish diversity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,e.j8,p,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,e.j8,j: Rivers and Canals
j,chr,B1b | Overall compositional status,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,e.j9,p,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,,e.j9,j: Rivers and Canals
j,chr,B2 | Phytoplankton density,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B3,e.j5,n,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,B3,e.j5,j: Rivers and Canals
j,chr,C1 | Landscape connectivity & fragmentation,2,2,2,0,2,0,0,2,0,0,0,0,1,1,9,9,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Vannmiljø,"barriereeffekt, fragmenteringsgrad",n,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,e.j7,p,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,,"barriereeffekt, e.j7, fragmenteringsgrad",j: Rivers and Canals
j,chr,C1 | Landscape naturalness,1,0,1,1,0,0,1,0,0,0,1988,0,5,0,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MDir,"fj.10, sk.13, vs.02",p,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,p,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,"fj.10, sk.13, vs.02",j: Rivers and Canals
j,chr,X | unclear / excluded,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Vann-nett,overall ecol status,x,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,e.j2,n,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,,"e.j2, overall ecol status",j: Rivers and Canals
