et,lvl,gg,nn,nn_c1,nn_p2,nn_p1p,nn_c2p,st_max,st0.1,st0.2,st0.3,dir0.n.p,dir0.n.n,dir0.n.u,dir0.n.x,tsd,tsd_c2p,trs,trs_c2p,trs0.y1,trs0.y3,trs0.y5,trs0.y10,trs0.yInf,trs0.NA,srs,srs_c2p,srs0.g1,srs0.g2,srs0.g3,srs0.g4,srs0.g5,srs0.g6,srs0.p1,srs0.p2,srs0.pp,srs0.px,srs0.NA,etl0.cc,etl0.fo,etl0.so,etl0.lm,etl0.na,cpl_ok.n,ect_s.n,hosts,iid.n,dir_d.n,nm,nv,dir0.e.p,dir0.e.n,dir0.e.u,dir0.e.x,cpl_ok.e,ect_s.e,iid.e,dir_d.e,n,cpl_ok,cpl0.a,cpl0.d,cpl0.e,cpl0.i,cpl0.n,cpl0.o,cpl0.q,cpl0.r,cpl0.s,cpl0.t,cpl0.x,dir0.p,dir0.n,dir0.u,dir0.x,dir_d,ect_s,iid
h,chr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,0,0,1,0,0,,e.h1,u,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,u,,e.h1
h,chr,A1 | Mean temperature,1,1,0,0,0,1,1,0,0,0,1,0,0,2019,0,1,0,1,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,B1a,MDir,fj.15,n,0,0,0,0,0,0,0,,,,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,,B1a,fj.15
h,chr,A1 | Water physical availability/permanence,1,1,1,1,1,2,0,1,0,0,0,1,0,2019,2019,1,1,1,0,0,0,0,0,p2,p2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,B1a,MDir,"sk.03, vs.30",u,0,2,0,2,0,0,2,,e.07.1,n,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,n,B1a,"e.07.1, sk.03, vs.30"
h,chr,A2 | Soil chemical quality,2,2,2,1,1,2,0,2,0,0,0,2,0,2019,2019,1,1,2,0,0,0,0,0,p2,p2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,B1a,"MDir, NINA","fj.13, sk.02, vs.03, vs.41",u,0,0,0,0,0,0,0,,,,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,,B1a,"fj.13, sk.02, vs.03, vs.41"
h,chr,B1a B1b | Birds abundance & diversity,2,1,1,2,1,2,1,1,0,2,0,0,0,2010,2010,1,1,2,0,0,0,0,0,p2,p2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,B1b,"BirdLife Norge, MDir, NINA","fj.04, vs.13",p,0,2,2,0,0,0,0,,e.07.2,p,4,2,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,p,B1b,"e.07.2, fj.04, vs.13"
h,chr,B1a | Invasive species abundance,1,1,1,1,1,2,0,1,0,1,0,0,0,2019,2019,1,1,1,0,0,0,0,0,p2,p2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,,MDir,"fj.09, sk.04, vs.29",p,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,p,,"fj.09, sk.04, vs.29"
h,chr,B2 | Total vegetation cover & productivity,2,2,1,1,1,2,1,1,0,0,0,2,0,2000,2000,1,1,2,0,0,0,0,0,g3,g3,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,B3,NASA,"fj.01, sk.01",u,0,0,0,0,0,0,0,,,,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,,B3,"fj.01, sk.01"
h,chr,B2 | Tree & shrub layer cover,1,1,1,0,0,2,0,1,0,0,1,0,0,2010,0,Inf,0,0,0,0,0,1,0,g2,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,NINA,"vs.05, vs.28",n,0,0,0,0,0,0,0,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,"vs.05, vs.28"
h,chr,B3 | Ecosystem age,1,1,1,0,0,2,0,1,0,0,0,1,0,2019,0,1,0,1,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,B1a,MDir,"fj.14, vs.04",u,0,0,0,0,0,0,0,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,B1a,"fj.14, vs.04"
h,chr,B3 | Soil disturbance,1,1,1,1,1,2,0,1,0,0,1,0,0,2019,2019,5,5,0,0,1,0,0,0,p2,p2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,,NINA,vs.64,n,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,vs.64
h,chr,B3 | Trophic balance,1,1,0,0,0,1,1,0,0,0,0,1,0,2019,0,5,0,0,0,1,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,Mdir/NINA,nb.16,u,0,0,0,0,0,0,0,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,nb.16
h,chr,C1 | Connectivity & fragmentation of ETs,1,1,1,0,0,2,0,1,0,1,0,0,0,2021,0,Inf,0,0,0,0,0,1,0,p1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Statens kartverk/NIBIO,"fj.11, vs.02",p,0,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,p,,"fj.11, vs.02"
h,chr,"C1 | Landscape naturalness, subgrid natural features",1,1,1,1,1,3,0,0,1,1,0,0,0,1988,1988,5,5,0,0,1,0,0,0,p1,p1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,,MDir/NIBIO,"fj.10, sk.13, vs.02",p,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,p,,"fj.10, sk.13, vs.02"
h,chr,xx | Overall ecological status,1,1,0,0,0,1,1,0,0,1,0,0,0,1990,0,5,0,0,0,1,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,B1b,"MDir, NINA","fj.12, sk.12, vs.06",p,0,0,0,0,0,0,0,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,p,B1b,"fj.12, sk.12, vs.06"
j,all,all,23,22,22,16,16,2,1,22,0,11,11,0,0,1990,0,1,1,22,0,1,0,0,0,p2,pp,0,0,0,0,0,0,0,1,22,0,0,0,22,0,0,1,16,"B1a, B1b, B3","MDir, NINA, NIVA, Vann-nett, Vannmiljø","AIP, ANC, ASPT, Cpue_juveniles, EMANTLLE, FIBESTE, HBI2, LAL, N-NH3, N-NH4, N-TOT, NEFI, O-METN, O2, P-TOT, PH, PIT, QMIN, RAMI, Raddum-2, barriereeffekt, fj.12, fragmenteringsgrad, overall chemical status, overall ecol status, sk.12, vs.06",x,0,17,6,8,3,0,4,"A2, B1, B3, X","e.08.1, e.08.2, e.08.3, e.08.4, e.08.5, e.08.6, e.08.7, e.08.8, e.j1",x,40,20,4,2,0,3,3,0,5,0,1,2,0,17,19,3,0,p,"A2, B1, B1a, B1b, B3, X","AIP, ANC, ASPT, Cpue_juveniles, EMANTLLE, FIBESTE, HBI2, LAL, N-NH3, N-NH4, N-TOT, NEFI, O-METN, O2, P-TOT, PH, PIT, QMIN, RAMI, Raddum-2, barriereeffekt, e.08.1, e.08.2, e.08.3, e.08.4, e.08.5, e.08.6, e.08.7, e.08.8, e.j1, fj.12, fragmenteringsgrad, overall chemical status, overall ecol status, sk.12, vs.06"
j,cls,A1,1,0,1,0,0,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,pp,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,B3,Vannmiljø,QMIN,p,0,3,0,0,3,0,0,"B3, X","e.08.1, e.j1",u,4,0,0,1,0,1,2,0,0,0,1,0,0,1,0,3,0,u,"B3, X","QMIN, e.08.1, e.j1"
j,cls,A2,14,14,14,13,13,2,0,14,0,6,8,0,0,0,0,1,1,14,0,0,0,0,0,pp,pp,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,13,B1a,"NIVA, Vann-nett, Vannmiljø","AIP, ANC, ASPT, HBI2, LAL, N-NH3, N-NH4, N-TOT, O-METN, O2, P-TOT, PH, PIT, RAMI, Raddum-2, overall chemical status",x,0,6,2,4,0,0,4,A2,"e.08.2, e.08.3, e.08.5",n,20,17,0,0,0,0,0,0,2,0,0,0,0,8,12,0,0,p,"A2, B1a","AIP, ANC, ASPT, HBI2, LAL, N-NH3, N-NH4, N-TOT, O-METN, O2, P-TOT, PH, PIT, RAMI, Raddum-2, e.08.2, e.08.3, e.08.5, overall chemical status"
j,cls,B1a,3,3,3,1,1,2,0,3,0,1,1,0,0,0,0,1,1,3,0,0,0,0,0,pp,pp,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,,"NINA, Vannmiljø","Cpue_juveniles, EMANTLLE, FIBESTE",x,0,0,0,0,0,0,0,,,,3,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,p,,"Cpue_juveniles, EMANTLLE, FIBESTE"
j,cls,B1b,1,1,1,0,0,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,pp,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,"NINA, Vannmiljø",NEFI,p,0,2,2,0,0,0,0,,e.08.7,p,3,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,p,,"NEFI, e.08.7"
j,cls,B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,2,0,2,0,0,0,B3,e.08.4,n,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,n,B3,e.08.4
j,cls,B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
j,cls,C1,2,2,2,2,2,2,0,2,0,0,2,0,0,0,0,1,1,2,0,0,0,0,0,pp,pp,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,,Vannmiljø,"barriereeffekt, fragmenteringsgrad",n,0,2,0,2,0,0,0,,e.08.6,n,4,2,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,n,,"barriereeffekt, e.08.6, fragmenteringsgrad"
j,cls,xx,2,2,1,0,0,2,1,1,0,2,0,0,0,1990,0,1,0,1,0,1,0,0,0,p2,NA,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,B1b,"MDir, NINA, Vann-nett","fj.12, overall ecol status, sk.12, vs.06",p,0,2,2,0,0,0,0,B1,e.08.8,p,4,0,3,0,0,2,0,0,2,0,0,0,0,4,0,0,0,p,"B1, B1b","e.08.8, fj.12, overall ecol status, sk.12, vs.06"
j,chr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,0,0,1,0,0,,e.j1,u,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,u,,e.j1
j,chr,A1 | Water physical availability/permanence,1,0,1,0,0,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,pp,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,B3,Vannmiljø,QMIN,p,0,2,0,0,2,0,0,"B3, X",e.08.1,u,3,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2,0,u,"B3, X","QMIN, e.08.1"
j,chr,A2 | Overall water quality,1,1,1,0,0,2,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,pp,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,Vann-nett,overall chemical status,n,0,2,2,0,0,0,0,A2,e.08.5,p,3,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,p,A2,"e.08.5, overall chemical status"
j,chr,A2 | Water chemical quality: acidification,6,6,6,6,6,2,0,6,0,4,2,0,0,0,0,1,1,6,0,0,0,0,0,pp,pp,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,B1a,"NIVA, Vannmiljø","AIP, ANC, LAL, PH, RAMI, Raddum-2",p,0,0,0,0,0,0,0,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,p,B1a,"AIP, ANC, LAL, PH, RAMI, Raddum-2"
j,chr,A2 | Water chemical quality: eutrophication,7,7,7,7,7,2,0,7,0,2,5,0,0,0,0,1,1,7,0,0,0,0,0,pp,pp,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,B1a,"NIVA, Vannmiljø","ASPT, HBI2, N-NH3, N-NH4, N-TOT, O-METN, O2, P-TOT, PIT",n,0,4,0,4,0,0,4,,"e.08.2, e.08.3",n,11,11,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,n,B1a,"ASPT, HBI2, N-NH3, N-NH4, N-TOT, O-METN, O2, P-TOT, PIT, e.08.2, e.08.3"
j,chr,B1a B1b | Fish abundance & diversity,3,3,3,1,1,2,0,3,0,2,1,0,0,0,0,1,1,3,0,0,0,0,0,pp,pp,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,,"NINA, Vannmiljø","Cpue_juveniles, FIBESTE, NEFI",p,0,2,2,0,0,0,0,,e.08.7,p,5,1,0,0,0,0,0,0,1,0,0,2,0,4,1,0,0,p,,"Cpue_juveniles, FIBESTE, NEFI, e.08.7"
j,chr,B1a B1b | Zoobenthos abundance & diversity,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,pp,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,"NINA, Vannmiljø",EMANTLLE,x,0,0,0,0,0,0,0,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,EMANTLLE
j,chr,B2 | Phytoplankton density,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,2,0,2,0,0,0,B3,e.08.4,n,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,n,B3,e.08.4
j,chr,C1 | Connectivity & fragmentation of ETs,2,2,2,2,2,2,0,2,0,0,2,0,0,0,0,1,1,2,0,0,0,0,0,pp,pp,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,,Vannmiljø,"barriereeffekt, fragmenteringsgrad",n,0,2,0,2,0,0,0,,e.08.6,n,4,2,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,n,,"barriereeffekt, e.08.6, fragmenteringsgrad"
j,chr,xx | Overall ecological status,2,2,1,0,0,2,1,1,0,2,0,0,0,1990,0,1,0,1,0,1,0,0,0,p2,NA,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,B1b,"MDir, NINA, Vann-nett","fj.12, overall ecol status, sk.12, vs.06",p,0,2,2,0,0,0,0,B1,e.08.8,p,4,0,3,0,0,2,0,0,2,0,0,0,0,4,0,0,0,p,"B1, B1b","e.08.8, fj.12, overall ecol status, sk.12, vs.06"
k,all,all,31,29,30,22,21,2,1,30,0,19,12,0,0,1990,0,1,1,30,0,1,0,0,0,p2,pp,0,0,0,0,0,0,0,1,30,0,0,0,30,0,0,1,22,"A2, B1a, B1b, B2, B3","MDir, NINA, NIVA, Vann-nett, Vannmiljø","AIndexW5, ANC, Cpue_BrownTrout, Cyanomax, EIndexW3, FIBESTE, HR2XSD, KLFA, LACI-1, LACI-2, LAL, LAMI, MultiClear, N-NH3, N-NH4, N-TOT, NEFI, O-METN, O2, P-TOT, PH, PPBIOMTOVO, PTI, Raddum-1, SECCI, SIc, TIc, VANNSTVAR, WIc, WS-FBI, fj.12, overall chemical status, overall ecol status, sk.12, vs.06",x,0,14,8,6,0,0,4,"A2, B1, B3, X","e.09.1, e.09.2, e.09.3, e.09.4, e.09.5, e.09.6, e.09.7",x,45,26,6,2,0,3,0,0,6,0,1,2,0,27,18,0,0,p,"A2, B1, B1a, B1b, B2, B3, X","AIndexW5, ANC, Cpue_BrownTrout, Cyanomax, EIndexW3, FIBESTE, HR2XSD, KLFA, LACI-1, LACI-2, LAL, LAMI, MultiClear, N-NH3, N-NH4, N-TOT, NEFI, O-METN, O2, P-TOT, PH, PPBIOMTOVO, PTI, Raddum-1, SECCI, SIc, TIc, VANNSTVAR, WIc, WS-FBI, e.09.1, e.09.2, e.09.3, e.09.4, e.09.5, e.09.6, e.09.7, fj.12, overall chemical status, overall ecol status, sk.12, vs.06"
k,cls,A1,4,2,4,3,2,2,0,4,0,2,2,0,0,0,0,1,1,4,0,0,0,0,0,pp,pp,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,"A2, B1a, B3","NIVA, Vannmiljø","HR2XSD, SECCI, VANNSTVAR, WIc",x,0,0,0,0,0,0,0,,,,4,3,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,p,"A2, B1a, B3","HR2XSD, SECCI, VANNSTVAR, WIc"
k,cls,A2,18,18,18,14,14,2,0,18,0,12,6,0,0,0,0,1,1,18,0,0,0,0,0,pp,pp,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,14,B1a,"NINA, NIVA, Vann-nett, Vannmiljø","AIndexW5, ANC, EIndexW3, LACI-1, LACI-2, LAL, LAMI, MultiClear, N-NH3, N-NH4, N-TOT, O-METN, O2, P-TOT, PH, PTI, Raddum-1, SIc, TIc, overall chemical status",p,0,8,4,4,0,0,4,"A2, B3, X","e.09.1, e.09.2, e.09.3, e.09.7",x,26,18,3,0,0,1,0,0,3,0,1,0,0,16,10,0,0,p,"A2, B1a, B3, X","AIndexW5, ANC, EIndexW3, LACI-1, LACI-2, LAL, LAMI, MultiClear, N-NH3, N-NH4, N-TOT, O-METN, O2, P-TOT, PH, PTI, Raddum-1, SIc, TIc, e.09.1, e.09.2, e.09.3, e.09.7, overall chemical status"
k,cls,B1a,3,3,3,2,2,2,0,3,0,2,1,0,0,0,0,1,1,3,0,0,0,0,0,pp,pp,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,2,,"NINA, Vannmiljø","Cpue_BrownTrout, FIBESTE, WS-FBI",p,0,0,0,0,0,0,0,,,,3,2,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,p,,"Cpue_BrownTrout, FIBESTE, WS-FBI"
k,cls,B1b,1,1,1,0,0,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,pp,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,"NINA, Vannmiljø",NEFI,p,0,2,2,0,0,0,0,,e.09.5,p,3,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,p,,"NEFI, e.09.5"
k,cls,B2,2,2,2,2,2,2,0,2,0,0,2,0,0,0,0,1,1,2,0,0,0,0,0,pp,pp,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,"B1a, B3","NIVA, Vannmiljø","KLFA, PPBIOMTOVO",n,0,2,0,2,0,0,0,B3,e.09.4,n,4,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,n,"B1a, B3","KLFA, PPBIOMTOVO, e.09.4"
k,cls,B3,1,1,1,1,1,2,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,pp,pp,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"B1a, B2","NIVA, Vannmiljø",Cyanomax,n,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,"B1a, B2",Cyanomax
k,cls,C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
k,cls,xx,2,2,1,0,0,2,1,1,0,2,0,0,0,1990,0,1,0,1,0,1,0,0,0,p2,NA,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,B1b,"MDir, NINA, Vann-nett","fj.12, overall ecol status, sk.12, vs.06",p,0,2,2,0,0,0,0,B1,e.09.6,p,4,0,3,0,0,2,0,0,2,0,0,0,0,4,0,0,0,p,"B1, B1b","e.09.6, fj.12, overall ecol status, sk.12, vs.06"
k,chr,A1 | Water physical availability/permanence,3,1,3,2,1,2,0,3,0,1,2,0,0,0,0,1,1,3,0,0,0,0,0,pp,pp,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,2,"B1a, B3","NIVA, Vannmiljø","HR2XSD, VANNSTVAR, WIc",n,0,0,0,0,0,0,0,,,,3,2,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,p,"B1a, B3","HR2XSD, VANNSTVAR, WIc"
k,chr,A1 | Water physical quality,1,1,1,1,1,2,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,pp,pp,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"A2, B3",Vannmiljø,SECCI,p,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,p,"A2, B3",SECCI
k,chr,A2 | Overall water quality,1,1,1,0,0,2,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,pp,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,Vann-nett,overall chemical status,n,0,4,4,0,0,0,0,"A2, B3, X","e.09.3, e.09.7",p,5,0,0,0,0,1,0,0,3,0,1,0,0,4,1,0,0,p,"A2, B3, X","e.09.3, e.09.7, overall chemical status"
k,chr,A2 | Water chemical quality: acidification,10,10,10,8,8,2,0,10,0,9,1,0,0,0,0,1,1,10,0,0,0,0,0,pp,pp,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,8,B1a,"NINA, NIVA, Vannmiljø","AIndexW5, ANC, LACI-1, LACI-2, LAL, LAMI, MultiClear, PH, Raddum-1, SIc",p,0,0,0,0,0,0,0,,,,10,8,2,0,0,0,0,0,0,0,0,0,0,9,1,0,0,p,B1a,"AIndexW5, ANC, LACI-1, LACI-2, LAL, LAMI, MultiClear, PH, Raddum-1, SIc"
k,chr,A2 | Water chemical quality: eutrophication,7,7,7,6,6,2,0,7,0,3,4,0,0,0,0,1,1,7,0,0,0,0,0,pp,pp,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,6,B1a,"NINA, NIVA, Vannmiljø","EIndexW3, N-NH3, N-NH4, N-TOT, O-METN, O2, P-TOT, PTI, TIc",x,0,4,0,4,0,0,4,,"e.09.1, e.09.2",n,11,10,1,0,0,0,0,0,0,0,0,0,0,3,8,0,0,p,B1a,"EIndexW3, N-NH3, N-NH4, N-TOT, O-METN, O2, P-TOT, PTI, TIc, e.09.1, e.09.2"
k,chr,B1a B1b | Fish abundance & diversity,4,4,4,2,2,2,0,4,0,3,1,0,0,0,0,1,1,4,0,0,0,0,0,pp,pp,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,2,,"NINA, Vannmiljø","Cpue_BrownTrout, FIBESTE, NEFI, WS-FBI",p,0,2,2,0,0,0,0,,e.09.5,p,6,2,0,0,0,0,0,0,1,0,0,2,0,5,1,0,0,p,,"Cpue_BrownTrout, FIBESTE, NEFI, WS-FBI, e.09.5"
k,chr,B2 | Phytoplankton density,2,2,2,2,2,2,0,2,0,0,2,0,0,0,0,1,1,2,0,0,0,0,0,pp,pp,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,"B1a, B3","NIVA, Vannmiljø","KLFA, PPBIOMTOVO",n,0,2,0,2,0,0,0,B3,e.09.4,n,4,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,n,"B1a, B3","KLFA, PPBIOMTOVO, e.09.4"
k,chr,B3 | Functions underlying key ES,1,1,1,1,1,2,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,pp,pp,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"B1a, B2","NIVA, Vannmiljø",Cyanomax,n,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,"B1a, B2",Cyanomax
k,chr,xx | Overall ecological status,2,2,1,0,0,2,1,1,0,2,0,0,0,1990,0,1,0,1,0,1,0,0,0,p2,NA,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,B1b,"MDir, NINA, Vann-nett","fj.12, overall ecol status, sk.12, vs.06",p,0,2,2,0,0,0,0,B1,e.09.6,p,4,0,3,0,0,2,0,0,2,0,0,0,0,4,0,0,0,p,"B1, B1b","e.09.6, fj.12, overall ecol status, sk.12, vs.06"
i,all,all,30,2,18,19,1,3,12,17,1,13,4,13,0,1907,2000,1,1,18,3,6,2,1,0,g2,g3,0,3,2,0,0,0,6,17,0,2,0,7,12,8,2,1,19,"A1, B1a, B1b, B2, B3, C1","BirdLife Norge, Copernicus, MDir, MDir/NIBIO, Mdir/NINA, NASA, NINA, NTNU, Statens kartverk/NIBIO","fj.01, fj.02, fj.03, fj.05, fj.06, fj.07, fj.08, fj.09, fj.10, fj.11, fj.12, fj.13, fj.14, fj.15, nb.16, sk.01, sk.02, sk.03, sk.04, sk.12, sk.13, ur.01, ur.02, ur.03, ur.04, vs.02, vs.03, vs.04, vs.06, vs.11, vs.13, vs.16, vs.29, vs.30, vs.37, vs.41, vs.41b, vs.41c, vs.41d, vs.64, vs.71, vs.74",x,1,9,6,4,0,0,2,"A2, B1b, B3, C1, X","!e.11.1, e.11.2, e.11.3, e.11.4, e.11.5",x,40,21,1,4,2,1,0,4,4,0,1,1,2,19,8,13,0,p,"A1, A2, B1a, B1b, B2, B3, C1, X","!e.11.1, e.11.2, e.11.3, e.11.4, e.11.5, fj.01, fj.02, fj.03, fj.05, fj.06, fj.07, fj.08, fj.09, fj.10, fj.11, fj.12, fj.13, fj.14, fj.15, nb.16, sk.01, sk.02, sk.03, sk.04, sk.12, sk.13, ur.01, ur.02, ur.03, ur.04, vs.02, vs.03, vs.04, vs.06, vs.11, vs.13, vs.16, vs.29, vs.30, vs.37, vs.41, vs.41b, vs.41c, vs.41d, vs.64, vs.71, vs.74"
i,cls,A1,3,0,1,1,0,2,2,1,0,0,2,1,0,2006,0,1,0,2,1,0,0,0,0,g2,NA,0,1,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,"B1a, B2, C1","Copernicus, MDir","fj.15, sk.03, ur.01, vs.30",n,1,3,0,4,0,0,2,"A2, C1","!e.11.1, e.11.2",n,7,3,0,1,1,0,0,1,0,0,0,0,1,0,6,1,0,n,"A2, B1a, B2, C1","!e.11.1, e.11.2, fj.15, sk.03, ur.01, vs.30"
i,cls,A2,4,0,1,3,0,2,3,1,0,0,1,3,0,2018,0,1,0,4,0,0,0,0,0,p1,NA,0,0,0,0,0,0,1,3,0,0,0,0,3,1,0,0,3,B1a,"Copernicus, MDir, NINA","fj.13, sk.02, ur.04, vs.03, vs.41, vs.41b",u,0,2,2,0,0,0,0,"B3, X",e.11.5,p,6,3,0,1,0,1,0,0,1,0,1,0,1,2,1,3,0,p,"B1a, B3, X","e.11.5, fj.13, sk.02, ur.04, vs.03, vs.41, vs.41b"
